% Model:              Japan_mu008_1E13_xsw0.mph
% Version:            COMSOL 5.5.0.359
% Date:               May 18 2026, 04:21
% Dimension:          1
% Nodes:              4189
% Expressions:        1
% Description:        Line graph
% X                       Height
-249.99999999999997       6.252776074688882E-13
-249.9114801948843        4.547473508864641E-13
-249.82296038976864       2.2737367544323206E-13
-249.734440584653         0
-249.63615455212195       0
-249.5378685195909        0
-249.43958248705982       0
-249.33972936112275       0
-249.2398762351856        0
-249.1400231092485        0
-249.04014929034963       0
-248.94027547145072       0
-248.84040165255178       0
-248.7405276062474        0
-248.64065355994296       0
-248.54077951363857       0
-248.44090523996542       0
-248.34103096629227       0
-248.2411566926191        0
-248.1412821915602        0
-248.04140769050125       0
-247.9415331894423        0
-247.84165846092029       0
-247.74178373239818       0
-247.64190900387612       0
-247.54203404795746       0
-247.44215909203876       0
-247.3422841361201        0
-247.24240895290015       0
-247.1425337696802        0
-247.04265858646025       0
-246.9427831757763        0
-246.84290776509232       0
-246.74303235440837       0
-246.64315671626338       0
-246.54328107811838       0
-246.44340543997336       0
-246.34352957450304       0
-246.24365370903269       0
-246.14377784356236       0
-246.0439017506431        0
-245.94402565772378       0
-245.84414956480452       0
-245.7442732444843        0
-245.64439692416408       0
-245.5445206038439        0
-245.44464405613905       0
-245.3447675084342        0
-245.2448909607294        0
-245.1450141855696        0
-245.0451374104098        0
-244.94526063525004       0
-244.84538363268553       0
-244.745506630121         0
-244.64562962755647       0
-244.54575239759038       0
-244.44587516762425       0
-244.3459979376581        0
-244.2461204803059        0
-244.14624302295363       0
-244.04636556560143       0
-243.94648788085408       0
-243.84661019610672       0
-243.74673251135943       0
-243.6468545991608        0
-243.54697668696218       0
-243.4470987747636        0
-243.34722063515323       0
-243.2473424955429        0
-243.14746435593253       0
-243.04758598893625       0
-242.9477076219399        0
-242.84782925494363       0
-242.74795066055123       0
-242.64807206615882       0
-242.5481934717664        0
-242.44831464997654       0
-242.34843582818664       0
-242.2485570063967        0
-242.14867795713914       0
-242.0487989078815        0
-241.9489198586239        0
-241.84904058196977       0
-241.74916130531562       0
-241.64928202866153       0
-241.54940252461          0
-241.44952302055847       0
-241.34964351650697       0
-241.24976378505312       0
-241.1498840535992        0
-241.05000432214533       0
-240.95012436322637       0
-240.85024440430735       0
-240.75036444538839       0
-240.65048425905775       0
-240.55060407272708       0
-240.45072388639642       0
-240.35084347275222       0
-240.25096305910802       0
-240.1510826454638        0
-240.05120200427572       0
-239.95132136308763       0
-239.85144072189956       0
-239.7515598533047        0
-239.65167898470983       0
-239.55179811611495       0
-239.4519170201123        0
-239.3520359241096        0
-239.25215482810694       0
-239.15227350470653       0
-239.05239218130612       0
-238.9525108579057        0
-238.85262930703192       0
-238.75274775615813       0
-238.65286620528428       0
-238.55298442701053       0
-238.4531026487367        0
-238.3532208704629        0
-238.25333886478015       0
-238.1534568590974        0
-238.0535748534146        0
-237.95369262032477       0
-237.85381038723486       0
-237.75392815414497       0
-237.65404569364796       0
-237.55416323315092       0
-237.4542807726539        0
-237.35439808470488       0
-237.25451539675583       0
-237.15463270880682       0
-237.0547258793827        0
-236.95481904995856       0
-236.85491222053437       0
-236.7549640630094        0
-236.6550159054844        0
-236.55506774795936       0
-236.45511886965525       0
-236.3551699913511        0
-236.25522111304699       0
-236.15527223474288       0
-236.05532335643872       0
-235.95537447813462       0
-235.8554255998305        0
-235.75547672152638       0
-235.65552784322227       0
-235.55557896491817       0
-235.455630086614         0
-235.35568120830987       0
-235.25573233000577       0
-235.15578345170164       0
-235.05583457339748       0
-234.95588569509337       0
-234.85593681678927       0
-234.75598793848513       0
-234.65603906018103       0
-234.5560901818769        0
-234.4561413035728        0
-234.35619242526866       0
-234.2562435469645        0
-234.15629466866037       0
-234.05634579035626       0
-233.95639691205213       0
-233.856448033748         0
-233.7564991554439        0
-233.65655027713976       0
-233.55660139883562       0
-233.4566525205315        0
-233.3567036422274        0
-233.25675476392328       0
-233.15680588561918       0
-233.05685700731505       0
-232.9569081290109        0
-232.8569592507068        0
-232.75701037240268       0
-232.6570614940985        0
-232.5571126157944        0
-232.45716373749025       0
-232.35721485918614       0
-232.25726598088204       0
-232.15731710257788       0
-232.0573682242738        0
-231.95741934596967       0
-231.8574704676655        0
-231.75752158936137       0
-231.65757271105727       0
-231.55762383275317       0
-231.45767495444903       0
-231.35772607614493       0
-231.2577771978408        0
-231.15782831953666       0
-231.05787944123253       0
-230.95793056292845       0
-230.85798168462432       0
-230.7580328063202        0
-230.65808392801605       0
-230.55813504971192       0
-230.45818617140782       0
-230.35823729310366       0
-230.25828841479952       0
-230.15833953649542       0
-230.05839065819129       0
-229.95844177988715       0
-229.85849290158308       0
-229.75854402327894       0
-229.65859514497484       0
-229.5586462666707        0
-229.45869738836655       0
-229.3587485100624        0
-229.2587996317583        0
-229.15885075345415       0
-229.05890187515004       0
-228.95895299684594       0
-228.8590041185418        0
-228.75905524023767       0
-228.65910636193357       0
-228.55915748362943       0
-228.45920860532533       0
-228.35925972702123       0
-228.25931084871706       0
-228.15936197041296       0
-228.05941309210885       0
-227.9594642138047        0
-227.85951533550056       0
-227.75956645719646       0
-227.65961757889232       0
-227.5596687005882        0
-227.45971982228411       0
-227.35977094397998       0
-227.25982206567582       0
-227.15987318737172       0
-227.05992430906755       0
-226.95997543076342       0
-226.86002655245935       0
-226.76007767415518       0
-226.66012879585108       0
-226.56017991754698       0
-226.46023103924284       0
-226.3602821609387        0
-226.26033328263463       0
-226.16038440433047       0
-226.06043552602634       0
-225.96048664772223       0
-225.8605377694181        0
-225.76058889111397       0
-225.66064001280984       0
-225.56069113450567       0
-225.46074225620157       0
-225.36079337789747       0
-225.2608444995933        0
-225.1608956212892        0
-225.06094674298512       0
-224.960997864681         0
-224.86104898637686       0
-224.76110010807275       0
-224.6611512297686        0
